artist_name,biography,listeners,playcount,similar_artist
Oscar P,"There's nothing flashy about Oscar P. He doesn't have the big Ibiza residency, the big entourage, and he's never been arrested at the airport for carrying illegal contraband and appearing on TV show called ""Locked Up Abroad"". After nearly 20 years in the music business what he has is longevity, the abilty to re-invent himself, and a keen ear for quality music as evidenced by the music catalog amassed on Open Bar Music. In essence he's got substance over style and a reputation as one of the real individuals in the game. https://www.last.fm/music/Oscar+P",7053,21562,Daniel Rateuke
Mauri Fly,https://www.last.fm/music/Mauri+Fly,1379,4575,Lineki
SHATTA WALE,"Shatta Wale, real name Charles Nii Armah Mensah Jr., born 1984, is a reggae-dancehall musician from Ghana. https://www.last.fm/music/SHATTA+WALE",13776,506381,Kofi Kinaata
Simi,"A few months ago, she was the talk of the town after releasing her EP, Restless, a cover of some popular foreign songs. Many wondered, who’s that young woman? For others who knew who she was, it was a pleasant surprise to see a Nigerian singer give the cover of a foreign song an authentic Nigerian feel.

That young woman with such uncanny creative talent and versatility is no other than Simisola Ogunleye, a.k.a Simi. Simi, a mass communications graduate, is no stranger to the Nigerian music industry. https://www.last.fm/music/Simi",54994,478987,Adekunle GOLD
Kidi,https://www.last.fm/music/Kidi,50375,434412,Sarkodie
King Promise,https://www.last.fm/music/King+Promise,60397,626459,Stonebwoy
Gabzy,https://www.last.fm/music/Gabzy,48501,482422,melvitto
Luciana Abreu,https://www.last.fm/music/Luciana+Abreu,1657,22749,Santamaria
Soraia Ramos,"Soraia Ramos is a well-known Cape-Verdean-Portuguese R&B and Kizomba artist.  

""Soraia has taken a place at the top-charts of the disputed Africa's Luso-pop landscape. Her soulful vocals fit in a blend of kizomba flavors and R&B-esque melodies as in ""O Nosso Amor,"" a single with 24 million views on YouTube — an impressive achievement for an artist that hasn't even released her first album. From her beginnings in Lisbon to the day she went global through New York, the path to becoming a rising star was also a comeback home journey to Soraia."" https://www.last.fm/music/Soraia+Ramos",12185,161391,Djodje
Manoo,"Born in august 1974 under the sign of the Leo ascendant Sagittarius cant live without music, ladies and smoked chicken Manoo began his carreer in 1995 in Lyon .His musical culture at this time included a wide range of styles: Hip-hop(De la soul ,A Tribe called Quest),Afro-beat (Fela Kuti, high life music..)and more specifically House music. He built himself a strong reputation as a Dj ,and more precisely for his capacity to dig out hot and exclusive tracks. https://www.last.fm/music/Manoo",11532,37594,Rodamaal
DJ Flex,"Two artists under this name.
1. Nigga is known under this name as well.
2. A french DJ
3. An American DJ

DJ Flex a fait une entrée fracassante dans le milieu musical à la fin des années 90, avec un titre: Ready. Cette première livraison a été vendue à plus de 50 000 exemplaires et a squatté le sommet des charts dance pendant des lustres. Quelques mois plus tard, courant 2000, DJ Flex rencontre Ken Norris, avec qui il compose le titre Good Feelin. https://www.last.fm/music/DJ+Flex",46326,328883,Klassik Frescobar
Juls,"Julian Nicco-Annan, aka Juls, counts hip-hop heavyweights ranging from J Dilla to Swizz Beatz as inspirations, but developed an uncluttered yet detailed hybrid Afrobeats style as traced through minor and major hits headlined by the likes of Show Dem Camp Feel Alright, Stonebwoy Rudebwoy Love, and Mr Eazi (most notably Skin Tight). 

The London-born DJ and producer was raised in England and Accra, Ghana. During the early 2010s, he got deeply into beatmaking after a period of casual interest. https://www.last.fm/music/Juls",137778,1356252,Maleek Berry
Fally Ipupa,"Fally Ipupa N'simba (born 14 December 1977), known professionally as Fally Ipupa, is a Congolese musician and dancer. Often referred to as the ""Prince of Rumba,"" he is known for his tenor vocals and his fusion of contemporary and traditional Congolese music genres, including Congolese rumba, soukous, and ndombolo. His lyrics often explore themes of romance, suffering, and joy.

Ipupa made his public musical debut in 1997, at the age of 20, with the Kinshasa-based band Talent Latent. https://www.last.fm/music/Fally+Ipupa",31713,567093,Werrason
Show Dem Camp,"Wale Davies (Tec) and Olumide Ayeni (Ghost), popularly known by the stage name Show Dem Camp (SDC) is a Nigerian music duo comprising two friends who are both rappers. They met in a rap battle scene in the UK before moving back to Nigeria and agreeing to work together and a brand. https://www.last.fm/music/Show+Dem+Camp",45854,604578,Blaqbonez
puto x,https://www.last.fm/music/puto+x,406,4603,DJ Snakes
Krizbeatz,"Chris Alvin Sunday professionally known as Krizbeatz or KrizBeatz the drummer Boy, is a Nigerian record producer best known for producing Tekno his first single ""Pana"" ranked 3rd on Pulse Nigeria's 2016 list of ""Top 5 Best Nigerian Music Producers"", KrizBeatz has worked majorly with Yemi Alade including several artistes like Oyibo Rebel, Skales, Lil Kesh and Koker while also releasing his own single titled ""Erima"" and the hit single ""911"" featuring Yemi Alade and Harmonize which further pushed his career to limelight. https://www.last.fm/music/Krizbeatz",6713,43141,DJ Neptune
Nana Fofie,"Nana Fofie is a singer-songwriter of Ghanaian descent. She inherited her musicality from home. In addition to being a businessman, her father was also a singer who showed the family the different sides of music. From reggae to traditional Ghanaian music and R&B. Together with her brothers and sister, Fofie started writing and playing music at an early age.

Nana's first video was the 'Mad about You Mashup' which gained much popularity with over seven million views on YouTube. https://www.last.fm/music/Nana+Fofie",21720,165204,Sarita Lorena
Ebony,"There are three artists that have performed under the name Ebony:

1) Ebony (born April 27, 2001), A Rising Star in Brazilian Hip-Hop.

Born Milena Pinto de Oliveira on April 27, 2000, in Queimados, Rio de Janeiro, Ebony is a Brazilian rapper, singer, and songwriter who has quickly become a prominent figure in the national music scene. Her musical journey began in 2019 when she started releasing singles on SoundCloud, gaining attention for her distinctive style and powerful lyrics. https://www.last.fm/music/Ebony",264428,19452490,Duquesa
Gyedu-Blay Ambolley,"Gyedu-Blay Ambolley, affectionately known as the ""Simigwa Do Man"", was born in the port city of Sekondi-Takoradi, in the Western Region of Ghana, West Afrika. The multi-talented, International, Ghanaian Musician, celebrated his ""Silver Jubilee"" in music in 1998. This versatile, irrepressible singer, songwriter, producer and ""musical-life-force"" exploded on the music scene twenty-five years ago with a jazzy highlife sounds called 'SIMIGWA'.

Ambolley's early years of musical interest dates back to the age of eight https://www.last.fm/music/Gyedu-Blay+Ambolley",33967,172264,Manu Dibango
DeMajor,https://www.last.fm/music/DeMajor,2435,8694,DJ Kabila
Amadou & Mariam,"Amadou & Mariam was a musical duo from Mali, composed of the couple Mariam Doumbia (vocals) (born in Mali's capital Bamako 15 April 1958) and Amadou Bagayoko (guitar and vocals) (born in Bamako 24 October 1954; died 4 April 2025). The pair, known as ""the blind couple from Mali"" met at Mali's Institute for the Young Blind, and found they shared an interest in music.
 
The duo produced music that mixed traditional Mali sound with rock guitars, Syrian violins, Cuban trumpets, Egyptian ney, Colombian trombones, Indian tablas and Dogon percussion. https://www.last.fm/music/Amadou+&+Mariam",419293,7179012,Fatoumata Diawara
Mickey Blue,"Mickey Blue is an R&B singer-songwriter who we can safely say is not a novice. With only one EP under his belt, the Toronto-born artist has already performed at the famous Pemberton Music Festival alongside known acts like Pearl Jam, J. Cole, Miguel and Anderson Paak, and is a part of a musical collective called We Are The School. On his five-track debut, A Man In Love, Mickey introduces himself as a passionate, hopeless romantic.
The EP’s opener We Just Be is easily the record’s catchiest offering. https://www.last.fm/music/Mickey+Blue",8056,46221,DJ Kakah
Filho Do Zua,https://www.last.fm/music/Filho+Do+Zua,1282,16502,Landrick
Bless,"There are multiple artists named Bless:

1) Montreal born and bred MC Bless has spent almost his entire life surrounded by hip-hop whether it was break dancing by age 8 or demoing songs in the studio by 12. At the young age of 23 he is of a generation that is old enough to respect the history, but has an eye towards becoming the future. By the time he was 16, Bless was already garnering a reputation as being a battle MC in and around Montreal who could stand toe to toe with anyone https://www.last.fm/music/Bless",12599,117286,Ric-A-Che
Charlotte Dipanda,https://www.last.fm/music/Charlotte+Dipanda,3139,38878,Ben Decca
NINIOLA,"Known as ""Queen of afrohouse"", Niniola Apata (born 15 December 1986), aka Niniola, is a Nigerian singer and songwriter. She participated in the sixth season of Project Fame West Africa in 2013. After releasing her debut single ""Ibadi"", she was nominated in the Most Promising Act to Watch category at the 2015 Nigeria Entertainment Awards and now is one of the most famous singers in Nigeria. https://www.last.fm/music/NINIOLA",25208,210811,Falz
Stones & Bones,https://www.last.fm/music/Stones+&+Bones,6123,22912,KUSUSA
CEF Tanzy,"Angolan singer born Carlos Fernando Tanzi on June 30, 1986 in Damba. https://www.last.fm/music/CEF+Tanzy",2197,19022,Gerilson Insrael
Miriam Makeba,"Zenzile Miriam Makeba (1932-2008), also known as Mama Africa, was beyond dispute one of South Africa's true legends. Born March 4, 1932 in Johannesburg, Miriam Makeba was barely 21 years old when she, as a member of   the Manhattan Brothers, reached for the stars in her home country. It didn't take long before Miriam Makeba's career was brought to another level. In 1966 she received a Grammy Award for the album  An Evening with Harry Belafonte & Miriam Makeba, making her the first African artist to win a Grammy. https://www.last.fm/music/Miriam+Makeba",272668,2459107,Brenda Fassie
DJ Sdunkero,https://www.last.fm/music/DJ+Sdunkero,699,2804,DJ Cleo
Sugarboy,https://www.last.fm/music/Sugarboy,2138,13706,DJ SHABSY
Gerilson Insrael,https://www.last.fm/music/Gerilson+Insrael,3150,28615,3 Finer
S Kevin,https://www.last.fm/music/S+Kevin,1405,6750,Elji Beatzkilla
cuppy,"Florence Ifeoluwa Otedola (born November 11, 1992), professionally known as Cuppy, is a Nigerian disc jockey and producer. She is the daughter of Nigerian businessman Femi Otedola. She grew up in Lagos and moved to London at the age of 13.
Cuppy lived in Ilupeju for six years before moving to Ikeja where she attended Grange School, Ikeja. She then relocated to London for her GCSEs and A-Levels. Cuppy graduated from King’s College London in July 2014, with a degree in business and economics. https://www.last.fm/music/cuppy",7409,56687,DJ Neptune
Bongeziwe Mabandla,"Bongeziwe Mabandla is a South African singer and musician. He has created a matchless Afro-folk sound over which his soulful voice delivers in both Xhosa and English. Influenced by artists like Tracy Chapman, Simphiwe Dana, Jabu Khanyile and Oliver Mtukudzi, his sound has a rhythmically grass-roots vibe, while fusing elements of traditional Xhosa music, Mbaqanga, Soul, Hip-hop and Dub.

Bongeziwe has performed some of the biggest festivals in South Africa including Cape Town World Music Festival https://www.last.fm/music/Bongeziwe+Mabandla",40666,402015,A-Reece
Ajebutter22,"Ajebutter22 (born Akitoye Balogun)  is a Nigerian musician and rapper who first appeared on the scene in 2009 alongside his sister Taymi (aka Socialajebutterfly) in the eclectic hip-hop, electro-funk, and soul duo Soyinka’s Afro. He embarked on a successful solo career in the mid-2010s. https://www.last.fm/music/Ajebutter22",29080,270026,M.I. Abaga
Mut4y,https://www.last.fm/music/Mut4y,9502,63327,Larry Gaaga
Magasco,https://www.last.fm/music/Magasco,1735,13265,Ko-c
Naira Marley,"Azeez Adeshina Fashola (born 10 May 1991), known professionally as Naira Marley, is a British-Nigerian rapper, singer and songwriter. He is known as the president of his controversial fan base, ""Marlians"". https://www.last.fm/music/Naira+Marley",30968,430118,Odumodublvck
